brandId,brandName,aliases,categoryId,logo,luxuryLevel,rankingWeight,brandStatus,originCountryId
luisa-cerano,Luisa Cerano,"[""LuisaCerano""]",fashion,,premium,78,active,germany
luisa-spagnoli,Luisa Spagnoli,"[""LuisaSpagnoli""]",fashion,,fashion,60,active,
luke-1977,LUKE 1977,"[""LUKE1977""]",fashion,,fashion,66,active,united-kingdom
lululemon,lululemon,"[""Lululemon Athletica"",""LululemonAthletica""]",sportswear,,premium,88,active,canada
luxenter,Luxenter,[],jewelry,,premium,60,active,spain
luxury-fashion-store,Luxury Fashion Store,"[""Luxury Fashion Store"",""LuxuryFashionStore""]",fashion,,fashion,60,active,
luxury-zone,Luxury Zone,"[""LuxuryZone""]",jewelry-watches,,luxury,72,active,italy
luxuryzone,LuxuryZone,"[""Luxury Zone""]",fashion,,luxury,78,active,italy
lyko,Lyko,"[""Lyko Beauty"",""Lyko Hair"",""LykoBeauty"",""Lyko Sverige""]",beauty,,lifestyle,74,active,sweden
lyle-and-scott,Lyle & Scott,"[""Lyle and Scott"",""Lyle Scott"",""LyleScott""]",fashion,,premium,74,active,united-kingdom
laderach,Läderach,"[""Laderach"",""Läderach Chocolatier Suisse"",""Laderach Chocolatier Suisse""]",food-confectionery,,premium,78,active,switzerland
m-store,M+ Store,[],fashion,,fashion,50,active,
m-store-electronics,M Store,[],electronics,,lifestyle,50,active,
mac-cosmetics,MAC Cosmetics,"[""MACCosmetics""]",beauty,,fashion,60,active,unknown
macarons-and-inspirations,MACARONS & INSPIRATIONS,[],food-confectionery,,fashion,60,active,unknown
mackage,Mackage,[],fashion,,luxury,82,active,canada
made-in-m,Made in M,[],fashion,,fashion,50,active,poland
maidenhead-aquatics,Maidenhead Aquatics,"[""MaidenheadAquatics""]",home,,lifestyle,55,active,united-kingdom
maison-123,Maison 123,"[""Maison123""]",fashion,,lifestyle,70,active,france
maison-caffet,Maison Caffet,"[""MaisonCaffet""]",food,,premium,70,active,france
maison-margiela,Maison Margiela,"[""Maison Martin Margiela"",""MaisonMargiela"",""MaisonMartinMargiela""]",luxury,,luxury,88,active,france
maison-montagut,Maison Montagut,"[""Montagut""]",fashion,,premium,60,active,france
maison-peugeot,Maison Peugeot,"[""Peugeot Saveurs""]",home,,premium,68,active,france
maison-yellow,Maison Yellow,"[""MaisonYellow""]",food,,lifestyle,70,active,france
maje,Maje,[],fashion,,premium,86,active,france
majestic-filatures,Majestic Filatures,[],fashion,,premium,70,active,france
majestic-legon,Majestic Legon,"[""MajesticLegon""]",fashion,,fashion,68,active,japan
majorica,Majorica,[],jewelry,,premium,60,active,spain
malbon-golf,Malbon Golf,"[""MalbonGolf""]",sportswear,,premium,74,active,united-states
malelions,Malelions,[],fashion,,fashion,70,active,netherlands
malo,Malo,[],fashion,,luxury,78,active,italy
malo-italia,Malo Italia,"[""Malo Italia"",""MaloItalia""]",fashion,,fashion,60,active,
maliparmi,Malìparmi,"[""Maliparmi""]",fashion,,premium,76,active,italy
mammut,Mammut,[],sportswear,,premium,82,active,switzerland
mandarina-duck,Mandarina Duck,"[""MANDARINA DUCK"",""MandarinaDuck""]",shoes-bags,,fashion,76,active,italy
manetti,Manetti,"[""Manetti""]",fashion,,fashion,60,active,greece
manfield,Manfield,[],shoes-bags,,lifestyle,70,active,france
mango,Mango,"[""Mango Outlet"",""MangoOutlet""]",fashion,,fashion,84,active,spain
manila-grace,Manila Grace,"[""ManilaGrace""]",fashion,,fashion,60,active,
manner,Manner,"[""Josef Manner"",""JosefManner""]",food-confectionery,,lifestyle,72,active,austria
manolo-blahnik,Manolo Blahnik,"[""ManoloBlahnik""]",shoes-bags,,luxury,88,active,united-kingdom
manuel-ritz,Manuel Ritz,"[""Manuel Ritz""]",fashion,,premium,72,active,
marabika,Marabika,[],fashion,,lifestyle,50,active,lithuania
marc-and-andre,Marc & André,"[""Marc and André""]",fashion,,lifestyle,50,active,lithuania
marc-aurel,Marc Aurel,"[""MarcAurel""]",fashion,,fashion,60,active,unknown
marc-cain,Marc Cain,"[""MarcCain""]",fashion,,premium,82,active,germany
marc-jacobs,Marc Jacobs,"[""MarcJacobs""]",fashion,,premium,88,active,united-states
marc-jacobs-kids,Marc Jacobs Kids,"[""MarcJacobsKids""]",children,,premium,72,active,united-states
marc-o-polo,Marc O'Polo,"[""Marc OPolo"",""Marc O Polo"",""Marc O’Polo"",""MarcOPolo""]",fashion,,premium,82,active,germany
marc-opolo,Marc O’Polo,"[""Marc O Polo"",""Marc O'Polo"",""MarcOPolo""]",fashion,,fashion,60,active,unknown
marc-o-polo-denim,Marc O'Polo Denim,"[""Marc O’Polo Denim"",""Marc O Polo Denim"",""MarcOPoloDenim""]",fashion,,fashion,70,active,
mardi-mercredi,Mardi Mercredi,"[""MardiMercredi""]",fashion,,premium,74,active,south-korea
marella,Marella,"[""Marella""]",fashion,,premium,72,active,
mareso-milano,Mareso Milano,[],fashion,,fashion,50,active,poland
marie-stella-maris,Marie-Stella-Maris,"[""Marie Stella Maris"",""MarieStellaMaris""]",beauty,,fashion,70,active,netherlands
marilyn,Marilyn,"[""Marilyn"",""Marilyn"",""Marilyn Outlet""]",fashion,,fashion,60,active,poland
marimekko,Marimekko,[],fashion,,premium,78,active,finland
marina-militare,Marina Militare Sportswear,[],fashion,,fashion,60,active,
marina-rinaldi,Marina Rinaldi,"[""MarinaRinaldi""]",fashion,,premium,80,active,italy
marine-layer,Marine Layer,"[""MarineLayer""]",fashion,,premium,74,active,united-states
marithe-francois-girbaud,Marithé François Girbaud,"[""Marithe Francois Girbaud""]",fashion,,premium,72,active,france
mark-and-lona,MARK & LONA,"[""Mark and Lona"",""Mark & Lona"",""MARK and LONA"",""MARK LONA"",""MARKLONA"",""MarkandLona"",""Mark Lona"",""MarkLona""]",sportswear,,premium,74,active,japan
marks-and-spencer,Marks & Spencer,"[""Marks and Spencer"",""M&S"",""Marks Spencer"",""MarksSpencer"",""MarksandSpencer"",""MandS"",""M S"",""MS""]",fashion,,lifestyle,82,active,united-kingdom
marlies-dekkers,Marlies Dekkers,"[""MarliesDekkers""]",fashion,,fashion,60,active,unknown
marni,Marni,[],luxury,,luxury,84,active,italy
marshal,Marshal,[],fashion,,fashion,50,active,
martina-outlet,Martina Outlet,"[""Martina""]",fashion,,lifestyle,50,active,lithuania
marvelis,Marvelis,[],fashion,,fashion,70,active,
masai,Masai Copenhagen,"[""Masai""]",fashion,,fashion,70,active,denmark
mass,Mass,"[""Mass Shoes"",""Mass Store""]",shoes-bags,,lifestyle,58,active,slovenia
master-bunny-edition,Master Bunny Edition,"[""Master Bunny"",""MasterBunnyEdition"",""MasterBunny""]",sportswear,,premium,72,active,japan
mastersport,Mastersport,"[""Mastersport"",""Mastersport"",""Mastersport Outlet""]",sportswear,,fashion,60,active,poland
mastersport-reebok,Mastersport-Reebok,"[""Mastersport-Reebok"",""Mastersport-Reebok"",""Mastersport-Reebok Outlet""]",sportswear,,fashion,60,active,poland
matinique,Matinique,"[""Matinique Copenhagen"",""Matinique menswear"",""MatiniqueMenswear""]",fashion,,premium,74,active,denmark
matou-france,Matou France,"[""Matou France""]",fashion,,fashion,60,active,greece
mavi,Mavi,[],fashion,,premium,70,active,
max-mara,Max Mara,"[""MaxMara""]",luxury,,luxury,88,active,italy
max-and-co,MAX&Co.,"[""MAX and Co"",""Max&Co"",""MAXandCo."",""MAX Co"",""MAXCo"",""MAX & Co"",""Max & Co"",""MAXandCo"",""MaxandCo"",""Max Co"",""MaxCo""]",fashion,,premium,80,active,italy
maxi-cosi,MAXI COSI,[],fashion,,fashion,60,active,unknown
mayoral,Mayoral,[],fashion,,fashion,50,active,
mcgregor,McGregor,[],fashion,,premium,70,active,united-states
mcm,MCM,[],luxury,,luxury,86,active,germany
mcqueen,McQueen,[],fashion,,luxury,70,active,united-kingdom
mc2-saint-barth,MC2 Saint Barth,"[""MC2 ST BARTH""]",fashion,,premium,75,active,italy
mcs,MCS,[],fashion,,fashion,70,active,italy
medi-market,Medi-Market,"[""Medi Market""]",fashion,,fashion,50,active,
medicine,Medicine,"[""Medicine"",""Medicine"",""Medicine Outlet""]",fashion,,fashion,60,active,poland
melby,Melby,[],fashion,,fashion,50,active,
melissa-odabash,Melissa Odabash,[],fashion,,premium,66,active,united-kingdom
melluso,Melluso,[],fashion,,fashion,50,active,
menkind,Menkind,[],accessories,,lifestyle,58,active,united-kingdom
mephisto,Mephisto,[],shoes-bags,,premium,70,active,france
merrell,Merrell,[],sportswear,,sports,82,active,united-states
messi,Messi,"[""Messi Store""]",sportswear,,sports,72,active,argentina
mey,Mey,[],fashion,,fashion,60,active,unknown
michael-kors,Michael Kors,"[""Michael Kors Outlet"",""MichaelKors"",""MichaelKorsOutlet"",""MK""]",shoes-bags,,premium,92,active,united-states
michael-kors-kids,Michael Kors Kids,"[""MichaelKorsKids""]",children,,premium,72,active,united-states
miki-house,Miki House,"[""MIKI HOUSE"",""MikiHouse"",""MIKIHOUSE""]",children,,premium,76,active,japan
mila-owen,Mila Owen,"[""MilaOwen""]",fashion,,premium,74,active,japan
milano-cortina-2026,Milano Cortina 2026,"[""MilanoCortina2026""]",sportswear,,lifestyle,70,active,italy
milano-brands,MILANO THE ITALIAN BRANDS,"[""Milano the Italian Brands"",""MILANO THE ITALIAN BRANDS""]",fashion,,fashion,60,active,italy
millefiori-store,Millefiori store,"[""Millefiori store"",""Millefioristore""]",fashion,,fashion,60,active,
millet,Millet,[],sportswear,,premium,78,active,france
mind-bridge,Mind Bridge,"[""MindBridge""]",fashion,,fashion,70,active,south-korea
miniso,MINISO,[],accessories,,lifestyle,50,active,united-kingdom
mint-velvet,Mint Velvet,"[""MintVelvet""]",fashion,,premium,74,active,united-kingdom
miriade,Miriade,"[""Miriade""]",fashion,,fashion,60,active,
mise-au-green,MISE AU GREEN,[],fashion,,fashion,60,active,unknown
miss-sixty,Miss Sixty,"[""MissSixty""]",fashion,,fashion,70,active,italy
missoni,Missoni,[],luxury,,luxury,86,active,italy
mitsumine,Mitsumine,[],fashion,,premium,68,active,japan
miu-miu,Miu Miu,"[""MiuMiu""]",luxury,,luxury,92,active,italy
mizuno,Mizuno,[],sportswear,,sports,84,active,japan
mlb-korea,MLB Korea,"[""MLB"",""MLBKorea""]",fashion,,lifestyle,76,active,south-korea
modesto-bertotto,Modesto Bertotto,"[""Modesto Bertotto"",""ModestoBertotto""]",fashion,,fashion,60,active,
modeva,Modeva,"[""Modeva""]",fashion,,fashion,60,active,
molly-bracken,Molly Bracken,"[""Molly Bracken""]",fashion,,fashion,62,active,
molton,Molton,"[""Molton"",""Molton"",""Molton Outlet""]",fashion,,fashion,60,active,poland
molton-brown,Molton Brown,"[""MoltonBrown""]",beauty,,premium,80,active,united-kingdom
momoni,Momonì,"[""Momoni""]",fashion,,premium,73,active,italy
moncler,Moncler,[],luxury,,luxury,94,active,france
moncler-grenoble,Moncler Grenoble,"[""MonclerGrenoble""]",sportswear,,luxury,86,active,france
mondadori,MONDADORI,[],fashion,,fashion,50,active,
monica-vinader,Monica Vinader,"[""MonicaVinader""]",jewelry-watches,,premium,80,active,united-kingdom
monkey-park,Monkey Park,"[""Monkey Park""]",services,,lifestyle,45,active,spain
monnalisa,Monnalisa,[],children,,luxury,78,active,italy
monsoon,Monsoon,[],fashion,,lifestyle,60,active,united-kingdom
montblanc,Montblanc,[],jewelry-watches,,luxury,90,active,germany
montezemolo,Montezemolo,[],fashion,,fashion,60,active,
montura,Montura,"[""Montura Store""]",sportswear,,premium,60,active,italy
montu,Montù,[],fashion,,fashion,50,active,
moorer,Moorer,[],fashion,,luxury,82,active,italy
moose-knuckles,Moose Knuckles,"[""MooseKnuckles""]",fashion,,luxury,82,active,canada
more-and-more,More & More,"[""More and More"",""More More"",""MoreMore""]",fashion,,premium,70,active,
morellato,Morellato,[],jewelry-watches,,premium,70,active,italy
morgan,Morgan,"[""Morgan""]",fashion,,fashion,60,active,
morris,Morris,"[""Morris Stockholm"",""Morris Outlet""]",fashion,,premium,68,active,sweden
morrisons,Morrisons,[],food,,lifestyle,60,active,united-kingdom
mos-professional-cosmetics,MOS Professional Cosmetics,[],beauty,,lifestyle,50,active,lithuania
moschino,Moschino,[],luxury,,luxury,88,active,italy
moss,Moss,[],fashion,,lifestyle,70,active,united-kingdom
motel-a-miio,Motel a Miio,"[""MotelaMiio""]",fashion,,fashion,60,active,unknown
mother-earth,Mother Earth,"[""Mother Earth"",""MotherEarth"",""Mother Earth Outlet""]",fashion,,fashion,60,active,poland
mothercare,Mothercare,[],children,,lifestyle,74,active,united-kingdom
motivi,Motivi,[],fashion,,fashion,60,active,
motostore,Motostore,[],sports,,lifestyle,60,active,spain
moulinex,Moulinex,[],home,,lifestyle,70,active,
mountain-warehouse,Mountain Warehouse,"[""MountainWarehouse""]",sportswear,,sports,76,active,united-kingdom
moussy,MOUSSY,"[""Moussy""]",fashion,,premium,74,active,japan
movado,Movado,[],jewelry-watches,,premium,84,active,united-states
mr-marvis,MR MARVIS,"[""MRMARVIS""]",fashion,,fashion,70,active,netherlands
mr-simms,Mr Simms,"[""MrSimms""]",food,,lifestyle,60,active,united-kingdom
mr-wonderful,Mr. Wonderful,[],fashion,,fashion,50,active,
msch-copenhagen,MSCH Copenhagen,[],fashion,,fashion,70,active,denmark
msgm,MSGM,[],fashion,,premium,78,active,italy
muchachomalo,Muchachomalo,[],fashion,,fashion,62,active,netherlands
mulberry,Mulberry,[],shoes-bags,,luxury,86,active,united-kingdom
multiopticas,Multiópticas,"[""Multiópticas""]",eyewear,,lifestyle,60,active,spain
munich,Munich,[],fashion,,fashion,50,active,
munsingwear,Munsingwear,[],sportswear,,sports,68,active,united-states
murmur,murmur,[],home,,lifestyle,60,active,united-kingdom
murua,MURUA,"[""Murua""]",fashion,,fashion,68,active,japan
musinsa-standard,Musinsa Standard,"[""MusinsaStandard""]",fashion,,fashion,72,active,south-korea
mustang,Mustang,"[""Mustang Jeans"",""MustangJeans""]",fashion,,lifestyle,76,active,germany
my-burgenland,my burgenland,"[""myBurgenland"",""myburgenland""]",food,,lifestyle,62,active,austria
my-jewellery,My Jewellery,"[""MyJewellery""]",fashion,,fashion,60,active,unknown
my-kare,MY-KARE,"[""MY KARE"",""MYKARE""]",beauty,,lifestyle,70,active,south-korea
moeve,Möve,"[""Move""]",fashion,,fashion,60,active,unknown
n-natural-beauty-basic,N. Natural Beauty Basic,"[""Natural Beauty Basic"",""N Natural Beauty Basic"",""NNaturalBeautyBasic"",""NaturalBeautyBasic""]",fashion,,fashion,70,active,japan
n-peal,N.Peal,"[""N Peal"",""NPeal""]",fashion,,premium,78,active,united-kingdom
n-peal-cashmere,N.Peal Cashmere,"[""N Peal Cashmere"",""NPealCashmere""]",fashion,,fashion,70,active,
naima,Naïma,"[""Naima""]",beauty,,lifestyle,65,active,italy
name-it,Name It,"[""NAME IT"",""NameIt"",""NAMEIT""]",children,,fashion,74,active,denmark
nano-universe,Nano Universe,"[""nano・universe"",""nano universe"",""NanoUniverse"",""nanouniverse""]",fashion,,premium,76,active,japan
nanso,Nanso,[],fashion,,fashion,58,active,finland
nanan,Nanán,"[""Nanan""]",children,,premium,66,active,italy
napapijri,Napapijri,[],fashion,,premium,82,active,italy
narciso-rodriguez,Narciso Rodriguez,"[""NarcisoRodriguez""]",beauty,,premium,70,active,united-states
nars,NARS,[],beauty,,premium,70,active,france
national-geographic-apparel,National Geographic Apparel,"[""National Geographic"",""NationalGeographic""]",sportswear,,premium,74,active,south-korea
naulover,Naulover,[],fashion,,fashion,50,active,
nautica,Nautica,"[""Nautica Factory Store"",""NauticaFactoryStore""]",fashion,,lifestyle,82,active,united-states
navy-and-green,Navy & Green,"[""Navy and Green""]",fashion,,fashion,60,active,greece
nba-style,NBA Style,"[""NBA"",""NBAStyle""]",sportswear,,lifestyle,72,active,united-states
neom,NEOM,"[""Neom Organics"",""NeomOrganics""]",beauty,,premium,76,active,united-kingdom
neonail,NeoNail,[],beauty,,lifestyle,50,active,
nepa,NEPA,"[""Nepa""]",sportswear,,sports,76,active,south-korea
nepa-kids,NEPA Kids,"[""Nepa Kids"",""NEPAKids"",""NepaKids""]",children,,sports,68,active,south-korea
nespresso,Nespresso,[],home,,premium,70,active,switzerland
neuhaus,Neuhaus,[],food,,fashion,60,active,unknown
new-balance,New Balance,"[""NB"",""New Balance Factory Store"",""NewBalance""]",sportswear,,sports,92,active,united-states
new-era,New Era,"[""New Era Cap"",""NewEra"",""NewEraCap""]",fashion,,lifestyle,76,active,united-states
new-yorker,New Yorker,"[""NEW YORKER"",""NewYorker"",""New Yorker Outlet""]",fashion,,lifestyle,72,active,germany
new-zealand-auckland,New Zealand Auckland,"[""NewZealandAuckland""]",fashion,,fashion,60,active,unknown
next,Next,[],fashion,,lifestyle,80,active,united-kingdom
nice-claup,NICE CLAUP,"[""Nice Claup"",""NICECLAUP"",""NiceClaup""]",fashion,,fashion,68,active,japan
nik-and-nik,NIK&NIK,"[""NIKandNIK"",""NIK NIK"",""NIKNIK""]",fashion,,fashion,60,active,unknown
nike,Nike,"[""Nike Factory Store"",""Nike Unite"",""Nike Outlet"",""NikeFactoryStore"",""NikeUnite"",""NikeOutlet""]",sportswear,,sports,98,active,united-states
nike-factory-store,Nike Factory Store,"[""Nike Outlet""]",fashion,,sports,50,active,
nike-golf,Nike Golf,"[""NikeGolf"",""Nike""]",sportswear,,sports,82,active,united-states
nike-unite,Nike Unite,"[""NikeUnite"",""Nike"",""Nike Outlet""]",fashion,,fashion,70,active,
nikkie,Nikkie,[],fashion,,fashion,60,active,netherlands
nine-west,Nine West,"[""NineWest""]",shoes-bags,,fashion,80,active,united-states
no-label,No Label,"[""NoLabel""]",fashion,,fashion,70,active,netherlands
nobis,Nobis,[],fashion,,premium,78,active,canada
nolley-s,NOLLEY'S,"[""Nolley's"",""Nolleys"",""NOLLEY’S"",""NOLLEY S"",""NOLLEYS"",""Nolley’s"",""Nolley s""]",fashion,,premium,70,active,japan
noon,Noon,[],fashion,,fashion,60,active,spain
nordisk,Nordisk,[],sportswear,,premium,72,active,denmark
noritake,Noritake,[],home,,premium,74,active,japan
norre,Norre,[],fashion,,lifestyle,50,active,lithuania
norrona,Norrøna,"[""Norrona"",""Norröna"",""Norroena"",""Norrøna Outdoor"",""Norrona Outdoor""]",sportswear,,sports,82,active,norway
north-sails,North Sails,"[""NorthSails""]",fashion,,premium,78,active,united-states
northweek,Northweek,[],eyewear,,lifestyle,60,active,spain
not-shy,Not Shy,"[""NotShy""]",fashion,,premium,70,active,france
notshy,NOTSHY,"[""Not Shy""]",fashion,,premium,64,active,france
nove25,NOVE25,"[""Nove25""]",jewelry-watches,,premium,74,active,italy
ns-king-bonus-outlet,NS King BONUS Outlet,"[""NS King Bonus""]",fashion,,fashion,60,active,unknown
nubikk,Nubikk,"[""NUBIKK""]",shoes-bags,,premium,70,active,netherlands
nude-project,Nude Project,"[""NudeProject""]",fashion,,fashion,70,active,spain
nudie-jeans,Nudie Jeans,"[""NudieJeans""]",fashion,,premium,74,active,sweden
nueces,Nueces,"[""Nueces""]",home-lifestyle,,fashion,60,active,greece
numero-uno,Numero Uno,[],fashion,,fashion,60,active,unknown
nur-die,Nur Die,[],fashion,,fashion,50,active,
ny-lab,NY LAB – MULTIBRAND,"[""NY LAB – MULTIBRAND"",""NYLABMULTIBRAND""]",fashion,,fashion,60,active,
nymphes-art-and-jewellery,Nymphes Art & Jewellery,"[""Nymphes Art and Jewellery""]",jewelry-watches,,fashion,60,active,greece
nza-new-zealand-auckland,NZA New Zealand Auckland,"[""NZA"",""New Zealand Auckland""]",fashion,,fashion,65,active,netherlands
n21,N°21,"[""N21"",""Numero Ventuno"",""NumeroVentuno""]",fashion,,luxury,82,active,italy
nunez-de-arenas,Núñez de Arenas,[],fashion,,fashion,60,active,spain
o-bag,O bag,"[""O Bag"",""Obag"",""OBag""]",shoes-bags,,fashion,68,active,italy
oneill,O'Neill,"[""ONeill"",""O Neill"",""O’Neill""]",sportswear,,sports,78,active,united-states
oace,OACE,[],fashion,,fashion,60,active,unknown
oak-and-fort,Oak + Fort,"[""Oak and Fort"",""Oak Fort"",""OakFort"",""Oak & Fort"",""OakandFort""]",fashion,,fashion,72,active,canada
oakley,Oakley,[],eyewear,,sports,86,active,united-states
oakley-vault,Oakley Vault,"[""OakleyVault""]",jewelry-watches,,premium,70,active,
obey,Obey,[],fashion,,fashion,60,active,united-states
occhio-papavassiliou,Occhio Papavassiliou,"[""Occhio Papavassiliou""]",eyewear,,fashion,60,active,greece
ochnik,Ochnik,"[""Ochnik"",""Ochnik"",""Ochnik Outlet""]",fashion,,fashion,60,active,poland
odlo,Odlo,[],sportswear,,sports,78,active,norway
off-price,Off/Price,"[""Off Price""]",fashion,,,50,active,
off-broadway-shoe-warehouse,Off Broadway Shoe Warehouse,[],shoes-bags,,lifestyle,70,active,united-states
off-white,Off-White,"[""Off White"",""OffWhite""]",luxury,,luxury,90,active,italy
oh-gar,Oh!Gar,[],homeware,,lifestyle,60,active,spain
ohoo-outlet,Ohoo Outlet,"[""OHOO Outlet""]",fashion,,fashion,60,active,unknown
okaidi,Okaïdi -Kids fashion,"[""Okaïdi Outlet -Kids fashion"",""Okaidi -Kids fashion"",""Okaïdi Kids fashion"",""Okaidi Kids fashion"",""OkaidiKidsfashion"",""Okaidi Outlet -Kids fashion"",""Okaïdi Outlet Kids fashion"",""Okaidi Outlet Kids fashion""]",fashion,,fashion,60,active,
old-navy,Old Navy,"[""Old Navy Outlet"",""OldNavy"",""OldNavyOutlet""]",fashion,,lifestyle,82,active,united-states
old-ridel,Old Ridel,[],fashion,,fashion,50,active,
olive-des-olive,Olive des Olive,"[""OlivedesOlive""]",fashion,,fashion,68,active,japan
oliver-bonas,Oliver Bonas,"[""OliverBonas""]",fashion,,lifestyle,72,active,united-kingdom
oliviers-and-co,Oliviers & Co,"[""Oliviers and Co"",""O&CO""]",food,,premium,62,active,france
olsen,Olsen,[],fashion,,lifestyle,60,active,germany
oltre,Oltre,[],fashion,,fashion,70,active,italy
olymp,OLYMP,[],fashion,,fashion,70,active,
on,On,[],sportswear,,premium,70,active,switzerland
on-the-common,On The Common,"[""OnTheCommon""]",fashion,,lifestyle,50,active,united-kingdom
one-exchange,One Exchange,"[""One Exchange""]",home-lifestyle,,fashion,60,active,greece
onitsuka-tiger,Onitsuka Tiger,"[""OnitsukaTiger""]",sportswear,,premium,84,active,japan
only,ONLY,[],fashion,,fashion,60,active,
only-and-sons,Only & Sons,"[""Only&Sons"",""Only and Sons"",""Only Sons"",""OnlySons"",""OnlyandSons""]",fashion,,fashion,70,active,denmark
optic-and-co,Optic & Co.,"[""Optic and Co""]",eyewear,,lifestyle,50,active,poland
optio-optika,OptiO Optika,[],eyewear,,lifestyle,50,active,lithuania
optyk-mikulscy,Optyk Mikulscy,"[""Optyk Mikulscy Outlet""]",eyewear,,lifestyle,60,active,poland
opus,Opus,[],fashion,,fashion,60,active,unknown
orange-toys,Orange Toys,"[""Orange Toys""]",kids,,lifestyle,62,active,
orfeo-paris,Orfeo Paris,"[""Orfeo""]",fashion,,fashion,56,active,france
original-marines,ORIGINAL MARINES,[],fashion,,fashion,50,active,
original-penguin,Original Penguin,"[""Penguin"",""OriginalPenguin""]",fashion,,fashion,76,active,united-states
origins,ORIGINS,[],beauty,,fashion,60,active,unknown
orlebar-brown,Orlebar Brown,"[""OrlebarBrown""]",fashion,,premium,76,active,united-kingdom
oro-vivo,Oro Vivo,[],fashion,,fashion,50,active,
oroton,Oroton,[],shoes-bags,,premium,74,active,australia
orrefors-kosta-boda,Orrefors Kosta Boda,"[""Orrefors"",""Kosta Boda"",""Orrefors & Kosta Boda"",""OrreforsKostaBoda"",""KostaBoda""]",home,,premium,78,active,sweden
ortovox,Ortovox,[],sportswear,,premium,70,active,
oscar-jacobson,Oscar Jacobson,"[""OscarJacobson"",""Oscar Jacobson Menswear"",""Oscar Jacobson Golf""]",fashion,,premium,78,active,sweden
osprey,Osprey London,"[""OspreyLondon""]",shoes-bags,,lifestyle,60,active,united-kingdom
osprey-london,OSPREY LONDON,"[""Osprey London"",""OSPREYLONDON"",""OspreyLondon""]",shoes-bags,,premium,72,active,united-kingdom
otter,Otter,[],shoes-bags,,fashion,50,active,unknown
otterbox,OtterBox,[],home,,lifestyle,70,active,united-states
otto-dame,Otto d'Ame,"[""Otto d’Ame"",""OttodAme""]",fashion,,fashion,58,active,italy
ottolenghi,Ottolenghi,[],food-confectionery,,premium,76,active,united-kingdom
outdoor-products,Outdoor Products,"[""OutdoorProducts""]",sportswear,,lifestyle,68,active,united-states
outlet-space,Outlet Space,[],department-store,,lifestyle,50,active,lithuania
outly,OUTLY,"[""Outly""]",accessories,,fashion,60,active,
outsidein,OutsideIn,[],fashion,,lifestyle,60,active,united-kingdom
outly-luxury,OUTLY Luxury,"[""Outly Luxury""]",eyewear,,premium,65,active,italy
oxbow,Oxbow,[],sportswear,,lifestyle,70,active,france
oxford-company,Oxford Company,"[""Oxford Company""]",fashion,,fashion,60,active,greece
oysho,Oysho,[],fashion,,fashion,76,active,spain
parosh,P.A.R.O.S.H.,"[""P.A.R.O.S.H"",""PAROSH"",""P A R O S H""]",fashion,,premium,78,active,italy
pacific-sunwear,PacSun,"[""Pacific Sunwear"",""PacificSunwear""]",fashion,,lifestyle,76,active,united-states
pageboy,PAGEBOY,"[""Pageboy""]",fashion,,fashion,68,active,japan
paige,PAIGE,"[""Paige""]",fashion,,premium,78,active,united-states
pako-lorente,Pako Lorente,"[""Pako Lorente"",""PakoLorente"",""Pako Lorente Outlet""]",fashion,,fashion,60,active,poland
pal-zileri,Pal Zileri,"[""PalZileri""]",fashion,,premium,76,active,italy
palais-des-thes,Palais des Thés,"[""Palais des Thes"",""PalaisdesThes""]",food,,premium,70,active,france
palladium,Palladium,"[""Palladium""]",shoes-bags,,premium,72,active,
panaidis-eyewear-boutique,Panaidis Eyewear Boutique,"[""Panaidis Eyewear Boutique""]",eyewear,,fashion,60,active,greece
pandora,Pandora,[],jewelry-watches,,premium,86,active,denmark
paola-reina,Paola Reina,"[""Paola Reina""]",kids,,lifestyle,62,active,
paolo-pecora-milano,Paolo Pecora Milano,[],fashion,,premium,65,active,italy
paoloni,Paoloni,"[""Paoloni""]",fashion,,premium,72,active,
paragon,Paragon,[],sportswear,,sports,60,active,
parfois,Parfois,[],accessories,,lifestyle,76,active,portugal
paris-optique,Paris Optique,[],eyewear,,lifestyle,50,active,
partioaitta,Partioaitta,"[""Partioaitta Outlet"",""Partioaitta Outdoor"",""Partioaitta Retkeily""]",outdoor,,sports,72,active,finland
patagonia,Patagonia,[],sportswear,,premium,86,active,united-states
patrizia-aryton,Patrizia Aryton,[],fashion,,premium,50,active,
patrizia-pepe,Patrizia Pepe,"[""PatriziaPepe""]",fashion,,fashion,60,active,
paul-and-shark,Paul & Shark,"[""Paul and Shark"",""Paul Shark"",""PaulShark"",""PaulandShark""]",fashion,,premium,82,active,italy
paul-costelloe,Paul Costelloe,"[""PaulCostelloe""]",fashion,,premium,72,active,ireland
paul-le-cafe,PAUL LE CAFÉ,[],food-confectionery,,fashion,60,active,unknown
paul-smith,Paul Smith,"[""PaulSmith""]",fashion,,premium,84,active,united-kingdom
pavers,Pavers,[],shoes-bags,,lifestyle,66,active,united-kingdom
pdpaola,PDPAOLA,[],jewelry-watches,,premium,72,active,spain
peach-john,Peach John,"[""PeachJohn""]",fashion,,fashion,70,active,japan
peacocks,Peacocks,[],fashion,,lifestyle,60,active,united-kingdom
peak-performance,Peak Performance,"[""PeakPerformance""]",sportswear,,sports,76,active,sweden
pearly-gates,Pearly Gates,"[""PearlyGates""]",sportswear,,premium,74,active,japan
