brandId,brandName,aliases,categoryId,logo,luxuryLevel,rankingWeight,brandStatus,originCountryId
elle,Elle,[],fashion,,fashion,60,active,
esen-esarp,Esen Eşarp,[],fashion,,fashion,60,active,
eve,Eve,"[""EVE SHOP""]",beauty,,lifestyle,60,active,
evidea,Evidea,[],home,,lifestyle,60,active,
akya-saat,AKYA SAAT,"[""Akya Saat""]",jewelry-watches,,lifestyle,50,active,
alix-avien,Alix Avien,[],beauty,,lifestyle,50,active,
ayakkabi-dunyasi,AYAKKABI DÜNYASI,"[""Ayakkabı Dünyası""]",shoes-bags,,lifestyle,50,active,
beauty-omelette,BEAUTY OMELETTE,"[""Beauty Omelette""]",beauty,,lifestyle,50,active,
blue-diamond-jewelry,Blue Diamond,"[""BLUE DIAMOND""]",jewelry-watches,,lifestyle,50,active,
bob-vale,BOB VALE,"[""Bob Vale""]",fashion,,lifestyle,50,active,
brandroom,Brandroom,"[""BRANDROOM OUTLET"",""Brandroom Outlet""]",fashion,,lifestyle,50,active,
caseland,Caseland,[],electronics,,lifestyle,50,active,
covertech,COVERTECH,"[""Covertech""]",electronics,,lifestyle,50,active,
d-p-parfum,D&P PARFÜM,"[""D&P Parfüm""]",beauty,,lifestyle,50,active,
damsmood,DAMSMOOD,[],fashion,,lifestyle,50,active,
derique,DERIQUE,"[""Derique"",""DERIQUE (YENİ)""]",fashion,,lifestyle,50,active,
edwards,Edwards,"[""EDWARDS OUTLET"",""Edwards Outlet""]",fashion,,lifestyle,50,active,
exxe-selection,EXXE SELECTION,"[""Exxe Selection""]",fashion,,lifestyle,50,active,
adil-isik,ADİL IŞIK,"[""ADİL IŞIK""]",fashion,,fashion,50,active,
altinbas,ALTINBAŞ,"[""ALTINBAŞ""]",jewelry-watches,,fashion,50,active,
ambar,AMBAR,"[""AMBAR""]",fashion,,fashion,50,active,
aris-pirlanta,ARİŞ PIRLANTA,"[""ARİŞ PIRLANTA""]",jewelry-watches,,fashion,50,active,
atakoy-ayakkabi,ATAKÖY AYAKKABI,"[""ATAKÖY AYAKKABI""]",shoes-bags,,fashion,50,active,
bambi-yatak,Bambi Yatak,[],home,,lifestyle,50,active,
bershka,BERSHKA,"[""BERSHKA""]",fashion,,fashion,50,active,
bilt,BILT,"[""BILT""]",fashion,,fashion,50,active,
bornova-optik,BORNOVA OPTİK,"[""BORNOVA OPTİK""]",eyewear,,lifestyle,50,active,
brandeyes-optik,BRANDEYES OPTİK,"[""BRANDEYES OPTİK""]",eyewear,,lifestyle,50,active,
can-kardesler-kuruyemis,CAN KARDEŞLER KURUYEMİŞ,"[""CAN KARDEŞLER KURUYEMİŞ""]",food,,lifestyle,50,active,
cepax,CEPAX,"[""CEPAX""]",electronics,,lifestyle,50,active,
ceran-saat,CERAN SAAT,"[""CERAN SAAT""]",jewelry-watches,,fashion,50,active,
chima,CHIMA,"[""CHIMA""]",fashion,,fashion,50,active,
cilek-konsept,ÇİLEK KONSEPT,"[""ÇİLEK KONSEPT""]",home,,lifestyle,50,active,
d-and-r,D&R,"[""D&R""]",books-stationery,,lifestyle,50,active,
d-diamond,D DIAMOND,"[""D DIAMOND""]",jewelry-watches,,fashion,50,active,
david-walker,DAVID WALKER,"[""DAVID WALKER""]",beauty,,lifestyle,50,active,
desa,DESA,"[""DESA""]",shoes-bags,,fashion,50,active,
dukkan-leyla,DÜKKAN LEYLA,"[""DÜKKAN LEYLA""]",fashion,,fashion,50,active,
ecrou,ECROU,"[""ECROU""]",fashion,,fashion,50,active,
elit-optik,ELİT OPTİK,"[""ELİT OPTİK""]",eyewear,,lifestyle,50,active,
emo-optik,EMO OPTİK,"[""EMO OPTİK""]",eyewear,,lifestyle,50,active,
enplus,ENPLUS,"[""ENPLUS""]",home,,lifestyle,50,active,
addax,Addax,[],fashion,,fashion,50,active,
arifoglu,Arifoğlu,"[""ARIFOGLU""]",food,,lifestyle,50,active,
asra-pirlanta,Asra Pırlanta,[],jewelry-watches,,premium,50,active,
be-parfum,BE Parfum,"[""B&E PERFUMUM"",""BE Parfüm""]",beauty,,lifestyle,50,active,
bebeto,Bebeto,[],food,,lifestyle,50,active,
bella-maison,Bella Maison,[],home,,lifestyle,50,active,
bilik-deri,Bilik Deri,[],shoes-bags,,fashion,50,active,
bisse,Bisse,[],fashion,,fashion,50,active,
bluemint,Bluemint,[],fashion,,fashion,50,active,
bottega,Bottega,[],fashion,,fashion,50,active,
broche,Broche,[],fashion,,fashion,50,active,
deniz-kabugu,Deniz Kabuğu,[],accessories,,lifestyle,50,active,
deriden,Deriden,[],shoes-bags,,fashion,50,active,
derinet,Derinet,[],shoes-bags,,fashion,50,active,
elegance-optik,Elegance Optik,[],eyewear,,lifestyle,50,active,
esref-saati,Eşref Saati,[],jewelry-watches,,premium,50,active,
afilli-cezvem,Afilli Cezve'm,[],home,,lifestyle,50,active,
anpa-gross,Anpa Gross,[],food,,lifestyle,50,active,
armor-service,Armor Service,[],electronics,,lifestyle,50,active,
btm,BTM,[],fashion,,fashion,50,active,
caretta-caretta,Caretta Caretta,[],jewelry-watches,,premium,50,active,
cashmera,Cashmera,[],fashion,,fashion,50,active,
civil,Civil,[],children,,lifestyle,50,active,
costumen,Costumen,[],fashion,,fashion,50,active,
batik,Batik,[],fashion,,fashion,50,active,
bijulife,Bijulife,[],accessories,,lifestyle,50,active,
charmains,Charmains,[],accessories,,lifestyle,50,active,
crystalia-boutique,Crystalia Boutique,"[""Crystalia Boutıque""]",fashion,,fashion,50,active,
adl,ADL,[],fashion,,lifestyle,50,active,
adore-oyuncak,ADORE OYUNCAK,[],books-toys,,lifestyle,50,active,
bad-bear,BAD BEAR,[],fashion,,lifestyle,50,active,
baroni-diamond,Baroni Diamond,[],jewelry-watches,,lifestyle,50,active,
bonitas,BONİTAS,[],fashion,,lifestyle,50,active,
chakra,CHAKRA,[],home,,lifestyle,50,active,
choc-nette,Choc Nette,[],food-confectionery,,lifestyle,50,active,
derol,D'EROL,[],fashion,,lifestyle,50,active,
dsg-outlet,DSG OUTLET,[],fashion,,lifestyle,50,active,
efor,EFOR,[],fashion,,lifestyle,50,active,
ekol,EKOL,[],fashion,,lifestyle,50,active,
elite-supplements,Elite Supplements,[],health-beauty,,lifestyle,50,active,unknown
christian-lacroix,Christian Lacroix,[],fashion,,fashion,50,active,unknown
call-it-spring,Call It Spring,[],fashion,,fashion,50,active,unknown
basel-watch,Basel Watch,[],jewelry-watches,,lifestyle,50,active,unknown
annabelle,Annabelle,[],fashion,,fashion,50,active,unknown
1b,1B,[],fashion,,fashion,50,active,unknown
binous-lifestyle,Binous Lifestyle,[],fashion,,fashion,50,active,unknown
dr-nutrition,Dr. Nutrition,[],health-beauty,,lifestyle,50,active,unknown
eleganza-gold-and-diamonds,ELEGANZA Gold & Diamonds,[],jewelry-watches,,lifestyle,50,active,unknown
carter-and-white,Carter & White,[],fashion,,fashion,50,active,unknown
bareeze,Bareeze,[],fashion,,fashion,50,active,unknown
duozoulu,Duozoulu,[],fashion,,fashion,50,active,unknown
bath-and-body-works,Bath & Body Works,[],beauty,,lifestyle,50,active,unknown
essenzi-perfumes,Essenzi Perfumes,[],beauty,,lifestyle,50,active,unknown
eyewa,Eyewa,[],eyewear,,lifestyle,50,active,unknown
bossini,Bossini,[],fashion,,fashion,50,active,unknown
coronet,Coronet,[],fashion,,fashion,50,active,unknown
dwell,Dwell,[],homeware,,lifestyle,50,active,unknown
belucci-active,Belucci Active,[],fashion,,fashion,50,active,unknown
bauhaus,Bauhaus,[],fashion,,fashion,50,active,unknown
condotti,Condotti,[],fashion,,fashion,50,active,unknown
damas-jewellery,Damas Jewellery,[],jewelry-watches,,lifestyle,50,active,unknown
berghoff,Berghoff,[],homeware,,lifestyle,50,active,unknown
cuple,Cuple,[],fashion,,fashion,50,active,unknown
basic-baxx,Basic Baxx,[],fashion,,fashion,50,active,unknown
cannon-home,Cannon Home,[],homeware,,lifestyle,50,active,unknown
al-ejaz-perfumes,Al Ejaz Perfumes,[],beauty,,lifestyle,50,active,unknown
brands-for-less,Brands for Less,[],fashion,,fashion,50,active,unknown
bellissimo,Bellissimo,[],fashion,,fashion,50,active,unknown
comicave,Comicave,[],gifts,,lifestyle,50,active,unknown
absolute-sports,Absolute Sports,[],sportswear,,sports,50,active,unknown
all-day-minimart,All Day Minimart,[],department-store,,lifestyle,50,active,unknown
coral-perfumes,Coral Perfumes,[],beauty,,lifestyle,50,active,unknown
daiso,Daiso,[],gifts,,lifestyle,50,active,unknown
baby-smile,Baby Smile,[],kids,,lifestyle,50,active,unknown
barakat-optical,Barakat Optical,[],eyewear,,lifestyle,50,active,unknown
chic-chic,Chic Chic,[],fashion,,fashion,50,active,unknown
big-brands-perfumes,Big Brands Perfumes,[],beauty,,lifestyle,50,active,unknown
arabian-oud,Arabian Oud,[],beauty,,lifestyle,50,active,unknown
aftershock-london,Aftershock London,[],fashion,,fashion,50,active,unknown
da-milano,Da Milano,[],fashion,,fashion,50,active,unknown
al-jaber-opticals,Al Jaber Opticals,[],eyewear,,lifestyle,50,active,unknown
aster-pharmacy,Aster Pharmacy,[],health-beauty,,lifestyle,50,active,unknown
charles-and-keith,Charles & Keith,[],fashion,,fashion,50,active,unknown
babyshop,Babyshop,[],kids,,lifestyle,50,active,unknown
edgers-london,Edgers London,[],fashion,,fashion,50,active,unknown
brand-bazaar,Brand Bazaar,[],fashion,,fashion,50,active,united-arab-emirates
alessandro-dell-acqua,Alessandro Dell Acqua,[],fashion,,lifestyle,50,active,italy
binsina-pharmacy,BinSina Pharmacy,[],health-beauty,,lifestyle,50,active,united-arab-emirates
candy-hearts,Candy Hearts,[],food-confectionery,,lifestyle,50,active,unknown
aizone,Aizone,"[""Aïzone""]",fashion,,fashion,50,active,unknown
adam-et-rope,Adam et Rope,[],fashion,,,50,active,
adore,Adore,[],fashion,,,50,active,
agete,Agete,[],fashion,,,50,active,
ambush,Ambush,[],fashion,,,50,active,
amiri,Amiri,[],fashion,,,50,active,
and-per-se,And Per Se,[],fashion,,,50,active,
as-know-as,As Know As,[],fashion,,,50,active,
barneys-new-york,Barneys New York,[],fashion,,,50,active,
blue-label-black-label-crestbridge,Blue Label / Black Label Crestbridge,[],fashion,,,50,active,
bonaventura,Bonaventura,[],fashion,,,50,active,
briefing,Briefing,[],fashion,,,50,active,
canterbury,Canterbury,[],fashion,,,50,active,
casio-watch,Casio Watch,[],jewelry-watches,,,50,active,
chums,Chums,[],fashion,,,50,active,
converse-tokyo,Converse Tokyo,[],fashion,,,50,active,
cosme-kitchen-village,Cosme Kitchen Village,[],beauty,,,50,active,
cosmetics-and-designer-fragrances,Cosmetics & Designer Fragrances,[],beauty,,,50,active,
delonghi,DeLonghi,[],home-lifestyle,,,50,active,
descente-store-golf,Descente Store Golf,[],sportswear,,,50,active,
diana,Diana,[],fashion,,,50,active,
dressterior,Dressterior,[],fashion,,,50,active,
edifice,Edifice,[],fashion,,,50,active,
elendeek,Elendeek,[],fashion,,,50,active,
emmi,Emmi,[],fashion,,,50,active,
enfold,Enfold,[],fashion,,,50,active,
23ku,23Ku,[],fashion,,,50,active,
enoteca-and-cases,Enoteca & Cases,[],food-chocolate,,,50,active,
briefing-felisi,BRIEFING / Felisi,[],shoes-bags,,lifestyle,50,active,
asics-walking,asics WALKING,[],shoes-bags,,lifestyle,50,active,
anuans-eimy-istoire,anuans EIMY ISTOIRE,[],fashion,,lifestyle,50,active,
babylone-stock,BABYLONE STOCK,[],fashion,,lifestyle,50,active,
celule,Celule,[],beauty,,lifestyle,50,active,
disney-store,Disney store,[],gifts,,lifestyle,50,active,
emoda,EMODA,[],fashion,,lifestyle,50,active,
anna-sui-mini,ANNA SUI mini,[],children,,lifestyle,50,active,
avirex-depot-lhp,AVIREX DEPOT / LHP,[],fashion,,lifestyle,50,active,
epoca,EPOCA,[],fashion,,lifestyle,50,active,
cassina-ixc,Cassina ixc,[],home,,lifestyle,50,active,
edwin-something,EDWIN/SOMETHING,[],fashion,,lifestyle,50,active,
botanist,BOTANIST,"[""BOTANIST Factory""]",beauty,,lifestyle,50,active,
ca4la,CA4LA,[],accessories,,lifestyle,50,active,
estnation,ESTNATION,[],fashion,,lifestyle,50,active,
arpege-story,Arpege story,[],fashion,,lifestyle,50,active,
earth-music-and-ecology-super-prem-store-american-holic,earth music&ecology super prem store / AMERICAN HOLIC,[],fashion,,lifestyle,50,active,
ciaopanic-doudou,Ciaopanic / DOUDOU,[],fashion,,lifestyle,50,active,
carcru-stock,carcru stock,[],accessories,,lifestyle,50,active,
ahkah,AHKAH,[],jewelry-watches,,lifestyle,50,active,
dr-ci-labo,Dr.Ci:Labo,[],beauty,,lifestyle,50,active,
duo,DUO,[],beauty,,lifestyle,50,active,
anker-store,Anker Store,[],electronics,,lifestyle,50,active,
bridgestone-golf-plaza,BRIDGESTONE GOLF PLAZA,[],sportswear,,lifestyle,50,active,
bshop,Bshop,"[""Bshop OUTLET""]",fashion,,lifestyle,50,active,
b2nd,B'2nd,[],fashion,,lifestyle,50,active,
afternoon-tea-living,Afternoon Tea LIVING,[],home,,lifestyle,50,active,
coach-mens,COACH MENS,"[""Coach Men's"",""Coach Men Modern Active""]",fashion,,lifestyle,50,active,
dean-and-de-luca,DEAN & DE LUCA,[],food,,lifestyle,50,active,
alexandre-de-paris,ALEXANDRE DE PARIS,[],accessories,,lifestyle,50,active,
aoure,AOURE,[],fashion,,lifestyle,50,active,
boconcept,BoConcept,[],home,,lifestyle,50,active,
actus-soholm-cafe,ACTUS / SOHOLM CAFÉ,[],home,,lifestyle,50,active,
boso-shiki-no-kura-shunsai,Boso Shiki no Kura Shunsai,[],food,,lifestyle,50,active,
candy-a-go-go,CANDY☆A☆GO☆GO!,[],food-confectionery,,lifestyle,50,active,
alfredobannister,Alfredobannister,[],lifestyle,,lifestyle,50,active,
avirex,Avirex,[],lifestyle,,lifestyle,50,active,
capsule-toy-store-otonamo,Capsule Toy Store Otonamo,[],lifestyle,,lifestyle,50,active,
chez-toi,Chez Toi,[],lifestyle,,lifestyle,50,active,
crocodile,Crocodile,[],lifestyle,,lifestyle,50,active,
d-urban,D'urban,[],lifestyle,,lifestyle,50,active,
dc,DC,[],lifestyle,,lifestyle,50,active,
delsey-paris,Delsey Paris,[],lifestyle,,lifestyle,50,active,
designworks,Designworks,[],lifestyle,,lifestyle,50,active,
dou-dou,Dou Dou,[],lifestyle,,lifestyle,50,active,
evisu,Evisu,[],lifestyle,,lifestyle,50,active,
eyevan,Eyevan,[],lifestyle,,lifestyle,50,active,
aimer,AIMER,[],fashion,,fashion,60,active,
anine-bing,ANINE BING,[],fashion,,fashion,60,active,
apm-monaco,APM MONACO,[],jewelry-watches,,fashion,60,active,
bosideng,Bosideng,[],fashion,,fashion,60,active,
chj-jewellery,CHJ JEWELLERY,[],jewelry-watches,,fashion,60,active,
chloechen,CHLOECHEN,[],fashion,,fashion,60,active,
christofle,Christofle,[],homeware,,fashion,60,active,
croquis,Croquis,[],fashion,,fashion,60,active,
curiel,Curiel,[],fashion,,fashion,60,active,
dan-nong,DĀN NÓNG,[],fashion,,fashion,60,active,
dazzle,DAZZLE,[],fashion,,fashion,60,active,
documents,DOCUMENTS,[],fashion,,fashion,60,active,
edition,Edition,[],fashion,,fashion,60,active,
eland,ELAND,[],fashion,,fashion,60,active,
erdos,ERDOS,[],fashion,,fashion,60,active,
exception,EXCEPTION,[],fashion,,fashion,60,active,
13de-marzo,13DE MARZO,[],fashion,,fashion,60,active,
1436,1436,[],fashion,,fashion,60,active,
big-brand-bazaar,Big Brand Bazaar,"[""BBZ""]",fashion,,lifestyle,58,active,
6ixty8ight,6IXTY8IGHT,"[""6ixty 8ight"",""6ixty8ight""]",fashion,,fashion,72,active,
alice-olivia,Alice + Olivia,"[""Alice and Olivia""]",fashion,,premium,82,active,united-states
ashworth,Ashworth,[],sportswear,,sports,70,active,united-states
bora-aksu,BORA AKSU,"[""Bora Aksu""]",fashion,,premium,78,active,united-kingdom
casetify,CASETiFY,"[""Casetify""]",electronics,,lifestyle,76,active,
chow-sang-sang,Chow Sang Sang,[],jewelry-watches,,premium,80,active,hong-kong
chow-tai-fook,CHOW TAI FOOK,"[""Chow Tai Fook""]",jewelry-watches,,premium,84,active,hong-kong
dickies,Dickies,[],fashion,,lifestyle,72,active,united-states
adabat,Adabat,[],sports,,sports,60,active,
airweave,Airweave,[],lifestyle,,lifestyle,60,active,
american-holic,American Holic,[],fashion,,fashion,60,active,
azul-by-moussy,Azul by Moussy,[],fashion,,fashion,60,active,
barnyardstorm,Barnyardstorm,[],fashion,,fashion,60,active,
bayflow,Bayflow,[],fashion,,fashion,60,active,
c-pla-premium,#C-pla Premium,[],lifestyle,,lifestyle,60,active,
cobra-puma-golf,Cobra Puma Golf,[],sports,,sports,60,active,
colony-2139,Colony 2139,[],fashion,,fashion,60,active,
craft-standard-boutique,Craft Standard Boutique,[],fashion,,fashion,60,active,
danner,Danner,[],fashion,,fashion,60,active,
dog-dept,Dog Dept,[],lifestyle,,lifestyle,60,active,
ete,Ete,[],fashion,,fashion,60,active,
actus,Actus,[],lifestyle,,lifestyle,60,active,
barclay-plus,Barclay +,[],fashion,,fashion,60,active,
arknets,Arknets,"[""ARKnets""]",fashion,,,60,active,
albedo,ALBEDO,[],shoes-bags,,fashion,50,active,unknown
alphakid,ALPHAKID,[],toys,,lifestyle,50,active,unknown
anta,ANTA,"[""anta""]",sportswear,,sports,50,active,unknown
arrow,ARROW,[],fashion,,fashion,50,active,unknown
b-me-by-wacoal,B’ME BY WACOAL,[],fashion,,fashion,50,active,unknown
body-glove,Body Glove,"[""BODY GLOVE""]",sportswear,,sports,50,active,unknown
bp-world,BP WORLD,[],travel,,lifestyle,50,active,unknown
brandzale,BRANDZALE,"[""brandzale""]",shoes-bags,,fashion,50,active,unknown
bsc-lingerie,BSC LINGERIE,[],fashion,,fashion,50,active,unknown
carnival,CARNIVAL,"[""carnival""]",sportswear,,sports,50,active,unknown
diane-von-furstenberg,Diane von Furstenberg,"[""DVF"",""DVF - DIANE VON FURSTENBERG"",""DVF DIANE VON FURSTENBERG""]",fashion,,premium,50,active,unknown
dosh,DOSH,"[""dosh""]",fashion,,fashion,50,active,unknown
element-72,ELEMENT 72,"[""element72""]",outdoor,,lifestyle,50,active,unknown
era-won,ERA WON,"[""erawon""]",fashion,,fashion,50,active,unknown
eveandboy,EVEANDBOY,[],beauty,,lifestyle,50,active,unknown
aape,AAPE,[],fashion,,fashion,50,active,
adidas-outlet-store-location-2,adidas Outlet Store (Location 2),[],fashion,,fashion,50,active,
agabang-flex,Agabang Flex,[],fashion,,fashion,50,active,
akemi-outlet,Akemi Outlet,[],lifestyle,,lifestyle,50,active,
and-z,And Z,[],fashion,,fashion,50,active,
and-z-by-zio-zia,And Z by Zio Zia,[],fashion,,fashion,50,active,
andar,ANDAR,[],sports,,sports,50,active,
anta-kids,ANTA Kids,[],fashion,,fashion,50,active,
auntie-annes-p,Auntie Anne's(P),[],fashion,,fashion,50,active,
b-space-outlet,b.space OUTLET,[],fashion,,fashion,50,active,
ball-watch,BALL WATCH,[],fashion,,fashion,50,active,
barrel,Barrel,[],sports,,sports,50,active,
bbc-earth,BBC Earth,[],sports,,sports,50,active,
beauty-scents,Beauty Scents,[],lifestyle,,lifestyle,50,active,
bebe-de-pino,Bebe de Pino,[],fashion,,fashion,50,active,
benebene,BeneBene,[],fashion,,fashion,50,active,
benetton-kids,Benetton Kids,[],fashion,,fashion,50,active,
best-kacang-putih,Best Kacang Putih,[],lifestyle,,lifestyle,50,active,
best-kacang-putih-location-2,Best Kacang Putih (Location 2),[],lifestyle,,lifestyle,50,active,
birkenstock-sup-sup,BIRKENSTOCK<sup>®</sup>,[],fashion,,fashion,50,active,
boldest,Boldest,[],sports,,sports,50,active,
bonia,Bonia,[],fashion,,fashion,50,active,
brompton-london,Brompton London,[],sports,,sports,50,active,
brown-breath,Brown Breath,[],fashion,,fashion,50,active,
c-p-company-coevo,C.P.Company/Coevo,[],fashion,,fashion,50,active,
carlo-rino,Carlo Rino,[],fashion,,fashion,50,active,
casamia,CASAMIA,"[""Casamia""]",lifestyle,,lifestyle,50,active,
cc-collect,CC collect,[],fashion,,fashion,50,active,
champion-kids-cafe,Champion(Kids Cafe),[],fashion,,fashion,50,active,
city-breeze,City Breeze,[],fashion,,fashion,50,active,
city-chain,City Chain,[],fashion,,fashion,50,active,
cleveland-golf,CLEVELAND GOLF,[],sports,,sports,50,active,
code-graphy,Code Graphy,[],fashion,,fashion,50,active,
codegraphy,Codegraphy,[],fashion,,fashion,50,active,
cometa-lux,COMETA LUX,[],luxury,,luxury,50,active,
converse-by-you,Converse By You,[],sports,,sports,50,active,
cotton-on,Cotton On,[],fashion,,fashion,50,active,
cotton-on-body,Cotton On Body,[],fashion,,fashion,50,active,
cotton-on-kids,Cotton On Kids,[],fashion,,fashion,50,active,
cozynest,Cozynest,[],lifestyle,,lifestyle,50,active,
d-o-d,D.O.D,[],sports,,sports,50,active,
daks-acc,DAKS ACC,[],fashion,,fashion,50,active,
deco,DECO,[],fashion,,fashion,50,active,
della-lana,DELLA LANA,[],fashion,,fashion,50,active,
demoo,Demoo,[],fashion,,fashion,50,active,
ee-place,EE PLACE,[],fashion,,fashion,50,active,
emart24,Emart24,[],fashion,,fashion,50,active,
enfance,Enfance,[],fashion,,fashion,50,active,
ettoi,Ettoi,[],fashion,,fashion,50,active,
eye-avenue-pes,Eye Avenue(PES),[],fashion,,fashion,50,active,
gaudi-uomo,Gaudì Uomo,[],fashion,,fashion,60,active,italy
genius,Genius,[],fashion,,fashion,60,active,italy
hanita,Hanita,[],fashion,,fashion,60,active,italy
fleetwood-garden-world,Fleetwood Garden World,[],home,,lifestyle,45,active,united-kingdom
home-bargains,Home Bargains,[],home,,lifestyle,60,active,united-kingdom
faberge,Faberge,"[""Faberge""]",jewelry,,luxury,90,active,
fabiana-filippi,Fabiana Filippi,"[""FabianaFilippi""]",fashion,,luxury,82,active,italy
fabienne-chapot,Fabienne Chapot,"[""FabienneChapot""]",fashion,,fashion,70,active,netherlands
fabletics,Fabletics,[],sportswear,,sports,76,active,united-states
fablu,Fablu,[],fashion,,fashion,50,active,
facis,Facis,[],fashion,,fashion,60,active,
falconeri,Falconeri,[],fashion,,premium,70,active,italy
falke,FALKE,"[""Falke""]",fashion,,premium,76,active,germany
familia-optica,Familia Optica,[],eyewear,,lifestyle,50,active,lithuania
familon,Familon,"[""Familon Brand Store""]",home,,lifestyle,58,active,finland
famous-footwear,Famous Footwear,"[""Famous Footwear Outlet"",""FamousFootwear"",""FamousFootwearOutlet""]",shoes-bags,,lifestyle,72,active,united-states
famous-store,Famous Store,"[""FamousStore""]",fashion,,lifestyle,55,active,united-kingdom
fantastica,Fantastica,[],food-confectionery,,lifestyle,55,active,united-kingdom
farinella,Farinella,[],food,,lifestyle,60,active,
farrutx,Farrutx,[],fashion,,premium,60,active,spain
fashion-and-friends-xyz,Fashion&Friends / XYZ,"[""Fashion & Friends"",""Fashion and Friends"",""Fashion&Friends"",""XYZ""]",fashion,,fashion,68,active,serbia
fatface,FatFace,[],fashion,,lifestyle,60,active,united-kingdom
faconnable,Façonnable,"[""Faconnable""]",fashion,,premium,78,active,france
fc-bayern-munchen,FC Bayern München,"[""FC Bayern Munchen"",""FCBayernMunchen""]",fashion,,fashion,70,active,
feltrinelli-librerie,Feltrinelli Librerie,"[""Feltrinelli""]",books-stationery,,lifestyle,65,active,italy
fendi,Fendi,[],luxury,,luxury,96,active,italy
feratt-fashion,Feratt Fashion,"[""FERATT FASHION"",""Feratt""]",fashion,,fashion,56,active,czech-republic
ferragamo,Ferragamo,"[""Salvatore Ferragamo"",""SalvatoreFerragamo""]",luxury,,luxury,94,active,italy
ferrari,Ferrari,"[""Ferrari Store"",""FerrariStore""]",fashion,,premium,78,active,italy
festina-group,Festina Group,[],fashion,,fashion,50,active,
fifth-house,FIFTH HOUSE,"[""Fifth House""]",fashion,,fashion,62,active,netherlands
fifty-outlet,Fifty Outlet,[],fashion,,fashion,50,active,
figaret,Figaret,[],fashion,,premium,70,active,france
fila,FILA,"[""Fila""]",sportswear,,sports,84,active,italy
filippa-k,Filippa K,"[""FilippaK"",""Filippa K Outlet""]",fashion,,premium,76,active,sweden
find-kapoor,Find Kapoor,"[""FIND KAPOOR"",""FindKapoor"",""FINDKAPOOR""]",shoes-bags,,fashion,68,active,south-korea
finlayson,Finlayson,[],home,,lifestyle,60,active,finland
finsbury,Finsbury,[],shoes-bags,,premium,70,active,france
fiorella-rubino,Fiorella Rubino,"[""Fiorella Rubino"",""FiorellaRubino""]",fashion,,fashion,60,active,
fissler,Fissler,[],home,,premium,76,active,germany
fjallraven,Fjällräven,"[""Fjallraven""]",sportswear,,premium,80,active,sweden
flabelus,Flabelus,[],shoes-bags,,premium,70,active,spain
flannels,Flannels,[],fashion,,premium,80,active,united-kingdom
flavio-castellani,Flavio Castellani,"[""FlavioCastellani""]",fashion,,fashion,60,active,
flik-flak,Flik Flak,"[""FlikFlak""]",jewelry-watches,,fashion,66,active,switzerland
florencia,Florencia,[],fashion,,fashion,50,active,
floris-van-bommel,Floris van Bommel,"[""FlorisvanBommel""]",shoes-bags,,fashion,70,active,netherlands
floyy,Floyy,[],fashion,,lifestyle,50,active,lithuania
follestad,Follestad,"[""Follestad Outlet""]",fashion,,premium,62,active,norway
folli-follie,Folli Follie,"[""FolliFollie""]",jewelry-watches,,fashion,66,active,greece
foot-locker,Foot Locker,"[""FootLocker""]",sportswear,,sports,82,active,united-states
forever-21,Forever 21,"[""Forever21""]",fashion,,fashion,78,active,united-states
fortnum-and-mason,Fortnum & Mason,"[""Fortnum and Mason"",""Fortnum Mason"",""FortnumMason"",""FortnumandMason""]",food-confectionery,,premium,84,active,united-kingdom
fortwenger,FORTWENGER,[],food-confectionery,,fashion,60,active,unknown
fossier,Fossier,[],food,,lifestyle,70,active,france
fossil,Fossil,[],jewelry-watches,,fashion,82,active,united-states
four,FOUR,[],fashion,,fashion,55,active,netherlands
fox,Fox,"[""FOX""]",fashion,,lifestyle,55,active,
fracomina,Fracomina,[],fashion,,fashion,70,active,italy
francescas,Francesca’s,"[""Francesca's"",""francesca’s"",""Francesca s"",""Francescas"",""francesca's"",""francesca s"",""francescas""]",fashion,,fashion,68,active,united-states
francfranc,Francfranc,[],home,,fashion,74,active,japan
frankie-garage,FRANKIE GARAGE,[],fashion,,fashion,50,active,
fratelli-petridi,Fratelli Petridi,"[""Fratelli Petridi""]",shoes-bags,,fashion,60,active,greece
fratelli-rossetti,Fratelli Rossetti,"[""FratelliRossetti""]",shoes-bags,,luxury,82,active,italy
freaks-store,FREAK'S STORE,"[""Freak's Store"",""FREAK’S STORE"",""FREAK S STORE"",""FREAKSSTORE"",""Freak’s Store"",""Freak s Store"",""FreaksStore""]",fashion,,premium,74,active,japan
fred-mello,Fred Mello,"[""FredMello""]",fashion,,fashion,60,active,
fred-perry,Fred Perry,"[""FredPerry""]",fashion,,premium,82,active,united-kingdom
freddy,Freddy,"[""Freddy""]",fashion,,fashion,60,active,
free-people,Free People,"[""FreePeople""]",fashion,,premium,82,active,united-states
free-shop-1,Free Shop 1,"[""Free Shop 1"",""FreeShop1""]",fashion,,fashion,60,active,
free-shop-2,Free Shop 2,"[""Free Shop 2"",""FreeShop2""]",fashion,,fashion,60,active,
free-shop-perfumes-cosmetics,Free Shop Perfumes & Cosmetics,"[""Free Shop Perfumes & Cosmetics"",""Free Shop Perfumes and Cosmetics"",""Free Shop Perfumes Cosmetics""]",fashion,,fashion,60,active,
freitag,Freitag,"[""Freitag""]",fashion,,fashion,60,active,
french-connection,French Connection,"[""FCUK"",""FrenchConnection""]",fashion,,premium,72,active,united-kingdom
